LICENCE CODE,LICENSE DESCRIPTION,YEAR,WEEK,AVERAGE DAYS TO ISSUE LICENSE,MEDIAN DAYS TO ISSUE LICENSE,TOTAL LICENSES ISSUED
1010,Limited Business License,2019,09/16/2019 - 09/22/2019,6.05,1,86
1006,Retail Food Establishment,2019,09/16/2019 - 09/22/2019,46.47,27,38
1010,Limited Business License,2019,09/09/2019 - 09/15/2019,1.14,1,63
1009,Manufacturing Establishments,2019,09/09/2019 - 09/15/2019,24.67,14,3
1006,Retail Food Establishment,2019,09/09/2019 - 09/15/2019,30.39,20,33
1010,Limited Business License,2019,09/02/2019 - 09/08/2019,1.22,1,36
1006,Retail Food Establishment,2019,09/02/2019 - 09/08/2019,44.74,26,23
1010,Limited Business License,2019,08/26/2019 - 09/01/2019,1.73,1,56
1009,Manufacturing Establishments,2019,08/26/2019 - 09/01/2019,19,19,1
1006,Retail Food Establishment,2019,08/26/2019 - 09/01/2019,69.21,29,33
1010,Limited Business License,2019,08/19/2019 - 08/25/2019,1.23,1,71
1009,Manufacturing Establishments,2019,08/19/2019 - 08/25/2019,12,12,1
1006,Retail Food Establishment,2019,08/19/2019 - 08/25/2019,62,14,21
1010,Limited Business License,2019,08/12/2019 - 08/18/2019,2.21,1,66
1009,Manufacturing Establishments,2019,08/12/2019 - 08/18/2019,56,56,2
1006,Retail Food Establishment,2019,08/12/2019 - 08/18/2019,23.48,13,23
1010,Limited Business License,2019,08/05/2019 - 08/11/2019,3.15,1,59
1009,Manufacturing Establishments,2019,08/05/2019 - 08/11/2019,14,14,1
1006,Retail Food Establishment,2019,08/05/2019 - 08/11/2019,,36,20
1275,Filling Station,2019,07/29/2019 - 08/04/2019,64,64,3
1010,Limited Business License,2019,07/29/2019 - 08/04/2019,1.89,1,54
1006,Retail Food Establishment,2019,07/29/2019 - 08/04/2019,53.72,45,18
1010,Limited Business License,2019,07/22/2019 - 07/28/2019,2.21,1,67
1009,Manufacturing Establishments,2019,07/22/2019 - 07/28/2019,27,35,3
1006,Retail Food Establishment,2019,07/22/2019 - 07/28/2019,61.87,51,31
1010,Limited Business License,2019,07/15/2019 - 07/21/2019,8.55,1,53
1006,Retail Food Establishment,2019,07/15/2019 - 07/21/2019,76.41,38,29
1010,Limited Business License,2019,07/08/2019 - 07/14/2019,20.17,1,70
1009,Manufacturing Establishments,2019,07/08/2019 - 07/14/2019,14,14,1
1006,Retail Food Establishment,2019,07/08/2019 - 07/14/2019,48.43,24,28
1010,Limited Business License,2019,07/01/2019 - 07/07/2019,3.03,1,39
1009,Manufacturing Establishments,2019,07/01/2019 - 07/07/2019,5,5,1
1006,Retail Food Establishment,2019,07/01/2019 - 07/07/2019,60.58,15,26
1010,Limited Business License,2019,06/24/2019 - 06/30/2019,1.3,1,70
1009,Manufacturing Establishments,2019,06/24/2019 - 06/30/2019,17,17,2
1006,Retail Food Establishment,2019,06/24/2019 - 06/30/2019,57.37,19,35
1010,Limited Business License,2019,06/17/2019 - 06/23/2019,2.7,1,61
1009,Manufacturing Establishments,2019,06/17/2019 - 06/23/2019,188,18,3
1006,Retail Food Establishment,2019,06/17/2019 - 06/23/2019,65.8,34,40
1010,Limited Business License,2019,06/10/2019 - 06/16/2019,1.98,1,63
1009,Manufacturing Establishments,2019,06/10/2019 - 06/16/2019,7,7,2
1006,Retail Food Establishment,2019,06/10/2019 - 06/16/2019,43.72,28,54
1010,Limited Business License,2019,06/03/2019 - 06/09/2019,1.56,1,43
1009,Manufacturing Establishments,2019,06/03/2019 - 06/09/2019,20,20,1
1006,Retail Food Establishment,2019,06/03/2019 - 06/09/2019,53.16,15,45
1010,Limited Business License,2019,05/27/2019 - 06/02/2019,1.5,1,44
1006,Retail Food Establishment,2019,05/27/2019 - 06/02/2019,36.21,22,19
1010,Limited Business License,2019,05/20/2019 - 05/26/2019,1.79,1,68
1006,Retail Food Establishment,2019,05/20/2019 - 05/26/2019,45.11,19,36
1275,Filling Station,2019,05/13/2019 - 05/19/2019,88,88,1
1010,Limited Business License,2019,05/13/2019 - 05/19/2019,5.55,1,77
1009,Manufacturing Establishments,2019,05/13/2019 - 05/19/2019,46.5,46,4
1006,Retail Food Establishment,2019,05/13/2019 - 05/19/2019,43.55,21,40
1010,Limited Business License,2019,05/06/2019 - 05/12/2019,16.54,1,52
1006,Retail Food Establishment,2019,05/06/2019 - 05/12/2019,81.05,17,21
1010,Limited Business License,2019,04/29/2019 - 05/05/2019,2.84,1,58
1009,Manufacturing Establishments,2019,04/29/2019 - 05/05/2019,58.33,74,3
1006,Retail Food Establishment,2019,04/29/2019 - 05/05/2019,22.42,16,31
1010,Limited Business License,2019,04/22/2019 - 04/28/2019,3.05,1,77
1006,Retail Food Establishment,2019,04/22/2019 - 04/28/2019,58.79,38,52
1010,Limited Business License,2019,04/15/2019 - 04/21/2019,26.41,1,54
1009,Manufacturing Establishments,2019,04/15/2019 - 04/21/2019,32,32,1
1006,Retail Food Establishment,2019,04/15/2019 - 04/21/2019,71.6,21,20
1275,Filling Station,2019,04/08/2019 - 04/14/2019,26,26,1
1010,Limited Business License,2019,04/08/2019 - 04/14/2019,1.44,1,82
1009,Manufacturing Establishments,2019,04/08/2019 - 04/14/2019,10.33,13,3
1006,Retail Food Establishment,2019,04/08/2019 - 04/14/2019,58.91,42,45
1275,Filling Station,2019,04/01/2019 - 04/07/2019,47,47,1
1010,Limited Business License,2019,04/01/2019 - 04/07/2019,2.3,1,70
1006,Retail Food Establishment,2019,04/01/2019 - 04/07/2019,28.98,19,50
1275,Filling Station,2019,03/25/2019 - 03/31/2019,47,47,2
1010,Limited Business License,2019,03/25/2019 - 03/31/2019,1.52,1,69
1006,Retail Food Establishment,2019,03/25/2019 - 03/31/2019,78.76,24,51
1010,Limited Business License,2019,03/18/2019 - 03/24/2019,4.31,1,81
1006,Retail Food Establishment,2019,03/18/2019 - 03/24/2019,32.57,15,30
1275,Filling Station,2019,03/11/2019 - 03/17/2019,83,83,2
1010,Limited Business License,2019,03/11/2019 - 03/17/2019,2.06,1,79
1009,Manufacturing Establishments,2019,03/11/2019 - 03/17/2019,22,22,1
1006,Retail Food Establishment,2019,03/11/2019 - 03/17/2019,67.27,48,33
1010,Limited Business License,2019,03/04/2019 - 03/10/2019,13.9,1,62
1006,Retail Food Establishment,2019,03/04/2019 - 03/10/2019,83.7,27,27
1275,Filling Station,2019,02/25/2019 - 03/03/2019,68,68,1
1010,Limited Business License,2019,02/25/2019 - 03/03/2019,2.34,1,50
1009,Manufacturing Establishments,2019,02/25/2019 - 03/03/2019,27,27,4
1006,Retail Food Establishment,2019,02/25/2019 - 03/03/2019,81,42,20
1010,Limited Business License,2019,02/18/2019 - 02/24/2019,1.18,1,51
1009,Manufacturing Establishments,2019,02/18/2019 - 02/24/2019,18,18,2
1006,Retail Food Establishment,2019,02/18/2019 - 02/24/2019,68.12,37,34
1010,Limited Business License,2019,02/11/2019 - 02/17/2019,1.18,1,62
1006,Retail Food Establishment,2019,02/11/2019 - 02/17/2019,74.72,30,18
1010,Limited Business License,2019,02/04/2019 - 02/10/2019,1.48,1,61
1009,Manufacturing Establishments,2019,02/04/2019 - 02/10/2019,26,26,1
1006,Retail Food Establishment,2019,02/04/2019 - 02/10/2019,48.61,20,33
1010,Limited Business License,2019,01/28/2019 - 02/03/2019,2.79,1,76
1009,Manufacturing Establishments,2019,01/28/2019 - 02/03/2019,12,12,1
1006,Retail Food Establishment,2019,01/28/2019 - 02/03/2019,53.17,18,30
1275,Filling Station,2019,01/21/2019 - 01/27/2019,1,1,1
1010,Limited Business License,2019,01/21/2019 - 01/27/2019,2,1,65
1009,Manufacturing Establishments,2019,01/21/2019 - 01/27/2019,14,17,3
1006,Retail Food Establishment,2019,01/21/2019 - 01/27/2019,55.65,19,37
1275,Filling Station,2019,01/14/2019 - 01/20/2019,92,92,1
1010,Limited Business License,2019,01/14/2019 - 01/20/2019,2.5,1,54
1009,Manufacturing Establishments,2019,01/14/2019 - 01/20/2019,28,28,3
1006,Retail Food Establishment,2019,01/14/2019 - 01/20/2019,87.92,33,52
1010,Limited Business License,2019,01/07/2019 - 01/13/2019,3.13,1,75
1009,Manufacturing Establishments,2019,01/07/2019 - 01/13/2019,6,6,1
1006,Retail Food Establishment,2019,01/07/2019 - 01/13/2019,23.44,21,9
1010,Limited Business License,2018,12/31/2018 - 01/06/2019,5.28,1,54
1006,Retail Food Establishment,2018,12/31/2018 - 01/06/2019,43.58,21,31
1010,Limited Business License,2018,12/24/2018 - 12/30/2018,1.75,1,32
1009,Manufacturing Establishments,2018,12/24/2018 - 12/30/2018,14,14,3
1006,Retail Food Establishment,2018,12/24/2018 - 12/30/2018,66.54,29,13
1010,Limited Business License,2018,12/17/2018 - 12/23/2018,7.04,1,74
1006,Retail Food Establishment,2018,12/17/2018 - 12/23/2018,53.17,22,35
1010,Limited Business License,2018,12/10/2018 - 12/16/2018,9.15,1,54
1006,Retail Food Establishment,2018,12/10/2018 - 12/16/2018,78.62,34,29
1275,Filling Station,2018,12/03/2018 - 12/09/2018,48.25,27,4
1010,Limited Business License,2018,12/03/2018 - 12/09/2018,1.16,1,62
1009,Manufacturing Establishments,2018,12/03/2018 - 12/09/2018,31,31,1
1006,Retail Food Establishment,2018,12/03/2018 - 12/09/2018,47.38,33,32
1275,Filling Station,2018,11/26/2018 - 12/02/2018,39,39,1
1010,Limited Business License,2018,11/26/2018 - 12/02/2018,2.04,1,70
1009,Manufacturing Establishments,2018,11/26/2018 - 12/02/2018,17.75,7,4
1006,Retail Food Establishment,2018,11/26/2018 - 12/02/2018,54.24,36,37
1010,Limited Business License,2018,11/19/2018 - 11/25/2018,43.79,1,53
1009,Manufacturing Establishments,2018,11/19/2018 - 11/25/2018,64,39,4
1006,Retail Food Establishment,2018,11/19/2018 - 11/25/2018,57.5,22,38
1010,Limited Business License,2018,11/12/2018 - 11/18/2018,2.75,1,64
1009,Manufacturing Establishments,2018,11/12/2018 - 11/18/2018,13,13,1
1006,Retail Food Establishment,2018,11/12/2018 - 11/18/2018,75.61,33,23
1275,Filling Station,2018,11/05/2018 - 11/11/2018,286,286,1
1010,Limited Business License,2018,11/05/2018 - 11/11/2018,1.2,1,60
1009,Manufacturing Establishments,2018,11/05/2018 - 11/11/2018,10,10,1
1006,Retail Food Establishment,2018,11/05/2018 - 11/11/2018,71.55,66,20
1275,Filling Station,2018,10/29/2018 - 11/04/2018,11,11,1
1010,Limited Business License,2018,10/29/2018 - 11/04/2018,3.32,1,68
1009,Manufacturing Establishments,2018,10/29/2018 - 11/04/2018,25,20,5
1006,Retail Food Establishment,2018,10/29/2018 - 11/04/2018,49.8,21,45
1275,Filling Station,2018,10/22/2018 - 10/28/2018,65,65,2
1010,Limited Business License,2018,10/22/2018 - 10/28/2018,3.29,1,75
1006,Retail Food Establishment,2018,10/22/2018 - 10/28/2018,50.15,17,52
1010,Limited Business License,2018,10/15/2018 - 10/21/2018,3.96,1,80
1009,Manufacturing Establishments,2018,10/15/2018 - 10/21/2018,8,8,1
1006,Retail Food Establishment,2018,10/15/2018 - 10/21/2018,34.31,23,32
1275,Filling Station,2018,10/08/2018 - 10/14/2018,28,28,1
1010,Limited Business License,2018,10/08/2018 - 10/14/2018,1.59,1,56
1009,Manufacturing Establishments,2018,10/08/2018 - 10/14/2018,16,16,2
1006,Retail Food Establishment,2018,10/08/2018 - 10/14/2018,80.56,28,39
1010,Limited Business License,2018,10/01/2018 - 10/07/2018,2.88,1,89
1006,Retail Food Establishment,2018,10/01/2018 - 10/07/2018,66.62,35,58
1275,Filling Station,2018,09/24/2018 - 09/30/2018,12,12,1
1010,Limited Business License,2018,09/24/2018 - 09/30/2018,2.45,1,73
1009,Manufacturing Establishments,2018,09/24/2018 - 09/30/2018, ,9,2
1006,Retail Food Establishment,2018,09/24/2018 - 09/30/2018,60.07,32,42
1010,Limited Business License,2018,09/17/2018 - 09/23/2018,1.77,1,77
1009,Manufacturing Establishments,2018,09/17/2018 - 09/23/2018,70,70,1
1006,Retail Food Establishment,2018,09/17/2018 - 09/23/2018,74.97,22,33
1010,Limited Business License,2018,09/10/2018 - 09/16/2018,1.05,1,99
1009,Manufacturing Establishments,2018,09/10/2018 - 09/16/2018,385,385,1
1006,Retail Food Establishment,2018,09/10/2018 - 09/16/2018,54.27,24,26
1010,Limited Business License,2018,09/03/2018 - 09/09/2018,11.42,1,66
1006,Retail Food Establishment,2018,09/03/2018 - 09/09/2018,64.32,29,28
1275,Filling Station,2018,08/27/2018 - 09/02/2018,1,1,1
1010,Limited Business License,2018,08/27/2018 - 09/02/2018,1.17,1,72
1009,Manufacturing Establishments,2018,08/27/2018 - 09/02/2018,39,39,2
1006,Retail Food Establishment,2018,08/27/2018 - 09/02/2018,85.06,23,33
1010,Limited Business License,2018,08/20/2018 - 08/26/2018,1.95,1,86
1009,Manufacturing Establishments,2018,08/20/2018 - 08/26/2018,55,82,3
1006,Retail Food Establishment,2018,08/20/2018 - 08/26/2018,36.65,18,26
1275,Filling Station,2018,08/13/2018 - 08/19/2018,16,16,1
1010,Limited Business License,2018,08/13/2018 - 08/19/2018,2.53,1,94
1009,Manufacturing Establishments,2018,08/13/2018 - 08/19/2018,16.75,17,8
1006,Retail Food Establishment,2018,08/13/2018 - 08/19/2018,36.42,19,38
1010,Limited Business License,2018,08/06/2018 - 08/12/2018,1.02,1,82
1009,Manufacturing Establishments,2018,08/06/2018 - 08/12/2018,28,28,2
1006,Retail Food Establishment,2018,08/06/2018 - 08/12/2018,87.22,89,23
1010,Limited Business License,2018,07/30/2018 - 08/05/2018,1,1,43
1009,Manufacturing Establishments,2018,07/30/2018 - 08/05/2018,13,13,2
1006,Retail Food Establishment,2018,07/30/2018 - 08/05/2018,48.82,35,22
1010,Limited Business License,2018,07/23/2018 - 07/29/2018,1.5,1,56
1009,Manufacturing Establishments,2018,07/23/2018 - 07/29/2018,10,10,1
1006,Retail Food Establishment,2018,07/23/2018 - 07/29/2018,32.37,17,43
1010,Limited Business License,2018,07/16/2018 - 07/22/2018,2.93,1,58
1006,Retail Food Establishment,2018,07/16/2018 - 07/22/2018,64.14,30,28
1010,Limited Business License,2018,07/09/2018 - 07/15/2018, ,1,65
1009,Manufacturing Establishments,2018,07/09/2018 - 07/15/2018,12.2,12,5
1006,Retail Food Establishment,2018,07/09/2018 - 07/15/2018,40.76,21,34
1010,Limited Business License,2018,07/02/2018 - 07/08/2018,2.34,1,41
1009,Manufacturing Establishments,2018,07/02/2018 - 07/08/2018,1,1,1
1006,Retail Food Establishment,2018,07/02/2018 - 07/08/2018,32.32,27,22
1275,Filling Station,2018,06/25/2018 - 07/01/2018,21,21,1
1010,Limited Business License,2018,06/25/2018 - 07/01/2018,6.06,1,49
1009,Manufacturing Establishments,2018,06/25/2018 - 07/01/2018,7,7,1
1006,Retail Food Establishment,2018,06/25/2018 - 07/01/2018,55.9,33,31
1275,Filling Station,2018,06/18/2018 - 06/24/2018,35,35,1
1010,Limited Business License,2018,06/18/2018 - 06/24/2018,1.29,1,92
1009,Manufacturing Establishments,2018,06/18/2018 - 06/24/2018,17,17,3
1006,Retail Food Establishment,2018,06/18/2018 - 06/24/2018,49.17,35,23
1010,Limited Business License,2018,06/11/2018 - 06/17/2018,2.22,1,51
1006,Retail Food Establishment,2018,06/11/2018 - 06/17/2018,50.08,13,36
1275,Filling Station,2018,06/04/2018 - 06/10/2018,19.33,22,3
1010,Limited Business License,2018,06/04/2018 - 06/10/2018,9.51,1,61
1006,Retail Food Establishment,2018,06/04/2018 - 06/10/2018,36.55,31,33
1010,Limited Business License,2018,05/28/2018 - 06/03/2018,1.26,1,27
1009,Manufacturing Establishments,2018,05/28/2018 - 06/03/2018,12.33,12,3
1006,Retail Food Establishment,2018,05/28/2018 - 06/03/2018,  ,23,31
1275,Filling Station,2018,05/21/2018 - 05/27/2018,16.67,21,6
1010,Limited Business License,2018,05/21/2018 - 05/27/2018,4.7,1,77
1006,Retail Food Establishment,2018,05/21/2018 - 05/27/2018,53.65,15,51
1010,Limited Business License,2018,05/14/2018 - 05/20/2018,1.48,1,69
1009,Manufacturing Establishments,2018,05/14/2018 - 05/20/2018,13,13,3
1006,Retail Food Establishment,2018,05/14/2018 - 05/20/2018,82.67,31,21
1010,Limited Business License,2018,05/07/2018 - 05/13/2018,1.15,1,59
1009,Manufacturing Establishments,2018,05/07/2018 - 05/13/2018,9,9,2
1006,Retail Food Establishment,2018,05/07/2018 - 05/13/2018,115.88,59,24
1010,Limited Business License,2018,04/30/2018 - 05/06/2018,2.25,1,68
1006,Retail Food Establishment,2018,04/30/2018 - 05/06/2018,29,18,26
1275,Filling Station,2018,04/23/2018 - 04/29/2018,18,18,1
1010,Limited Business License,2018,04/23/2018 - 04/29/2018, ,1,60
1009,Manufacturing Establishments,2018,04/23/2018 - 04/29/2018,6.67,7,3
1006,Retail Food Establishment,2018,04/23/2018 - 04/29/2018,45.13,21,32
1275,Filling Station,2018,04/16/2018 - 04/22/2018,61,61,1
1010,Limited Business License,2018,04/16/2018 - 04/22/2018,1.31,1,72
1006,Retail Food Establishment,2018,04/16/2018 - 04/22/2018,54.14, ,29
1275,Filling Station,2018,04/09/2018 - 04/15/2018,56,56,1
1010,Limited Business License,2018,04/09/2018 - 04/15/2018,2.66,1,74
1006,Retail Food Establishment,2018,04/09/2018 - 04/15/2018,48.54,33,24
1275,Filling Station,2018,04/02/2018 - 04/08/2018,15,15,1
1010,Limited Business License,2018,04/02/2018 - 04/08/2018,1.48,1,46
1009,Manufacturing Establishments,2018,04/02/2018 - 04/08/2018,27,27,2
1006,Retail Food Establishment,2018,04/02/2018 - 04/08/2018,50.95,17,37
1010,Limited Business License,2018,03/26/2018 - 04/01/2018,2.31,1,59
1006,Retail Food Establishment,2018,03/26/2018 - 04/01/2018,43.44,41,32
1010,Limited Business License,2018,03/19/2018 - 03/25/2018,1.07,1,41
1009,Manufacturing Establishments,2018,03/19/2018 - 03/25/2018,8,8,3
1006,Retail Food Establishment,2018,03/19/2018 - 03/25/2018,39.56,22,34
1275,Filling Station,2018,03/12/2018 - 03/18/2018,42.5,42,2
1010,Limited Business License,2018,03/12/2018 - 03/18/2018,3.48,1,64
1009,Manufacturing Establishments,2018,03/12/2018 - 03/18/2018,32.6,43,5
1006,Retail Food Establishment,2018,03/12/2018 - 03/18/2018,77.33,24,42
1275,Filling Station,2018,03/05/2018 - 03/11/2018,105,105,1
1010,Limited Business License,2018,03/05/2018 - 03/11/2018,1.11,1,54
1006,Retail Food Establishment,2018,03/05/2018 - 03/11/2018,41.63,24,40
1010,Limited Business License,2018,02/26/2018 - 03/04/2018,2.35,1,82
1009,Manufacturing Establishments,2018,02/26/2018 - 03/04/2018,44,30,4
1006,Retail Food Establishment,2018,02/26/2018 - 03/04/2018, ,23,36
1010,Limited Business License,2018,02/19/2018 - 02/25/2018,2.22,1,46
1006,Retail Food Establishment,2018,02/19/2018 - 02/25/2018,60.96,21,24
1275,Filling Station,2018,02/12/2018 - 02/18/2018,52.5,52,2
1010,Limited Business License,2018,02/12/2018 - 02/18/2018,2.19,1,48
1006,Retail Food Establishment,2018,02/12/2018 - 02/18/2018,62.32,22,38
1010,Limited Business License,2018,02/05/2018 - 02/11/2018,2.03,1,64
1009,Manufacturing Establishments,2018,02/05/2018 - 02/11/2018,36,37,4
1006,Retail Food Establishment,2018,02/05/2018 - 02/11/2018,55,18,26
1010,Limited Business License,2018,01/29/2018 - 02/04/2018,9.36,1,55
1006,Retail Food Establishment,2018,01/29/2018 - 02/04/2018,24.26,15,34
1275,Filling Station,2018,01/22/2018 - 01/28/2018,18.5,18,2
1010,Limited Business License,2018,01/22/2018 - 01/28/2018,5.63,1,62
1009,Manufacturing Establishments,2018,01/22/2018 - 01/28/2018,8,8,1
1006,Retail Food Establishment,2018,01/22/2018 - 01/28/2018,50.46,22,37
1010,Limited Business License,2018,01/15/2018 - 01/21/2018,6.61,1,41
1009,Manufacturing Establishments,2018,01/15/2018 - 01/21/2018,28.27,29,11
1006,Retail Food Establishment,2018,01/15/2018 - 01/21/2018,90,16,18
1275,Filling Station,2018,01/08/2018 - 01/14/2018,17,17,1
1010,Limited Business License,2018,01/08/2018 - 01/14/2018,1.7,1,77
1006,Retail Food Establishment,2018,01/08/2018 - 01/14/2018,69.7,43,33
1010,Limited Business License,2017,12/25/2017 - 12/31/2017, ,1,32
1006,Retail Food Establishment,2017,12/25/2017 - 12/31/2017,73.05,26,20
1010,Limited Business License,2017,12/18/2017 - 12/24/2017,8.99,1,76
1009,Manufacturing Establishments,2017,12/18/2017 - 12/24/2017,11,11,1
1006,Retail Food Establishment,2017,12/18/2017 - 12/24/2017,38.73,21,44
1002,Accessory Garage,2017,12/11/2017 - 12/17/2017,243,243,1
1275,Filling Station,2017,12/11/2017 - 12/17/2017,3,3,1
1010,Limited Business License,2017,12/11/2017 - 12/17/2017,2.44,1,59
1009,Manufacturing Establishments,2017,12/11/2017 - 12/17/2017,17.33,17,6
1006,Retail Food Establishment,2017,12/11/2017 - 12/17/2017,76.27,25,62
1002,Accessory Garage,2017,12/04/2017 - 12/10/2017,136.5,136,2
1010,Limited Business License,2017,12/04/2017 - 12/10/2017,1.92,1,97
1009,Manufacturing Establishments,2017,12/04/2017 - 12/10/2017,6,6,1
1006,Retail Food Establishment,2017,12/04/2017 - 12/10/2017,65.19,27,37
1002,Accessory Garage,2017,11/27/2017 - 12/03/2017,14,14,1
1275,Filling Station,2017,11/27/2017 - 12/03/2017, ,67,1
1010,Limited Business License,2017,11/27/2017 - 12/03/2017,1.04,1,70
1009,Manufacturing Establishments,2017,11/27/2017 - 12/03/2017,12,12,1
1006,Retail Food Establishment,2017,11/27/2017 - 12/03/2017,56.66,21,35
1002,Accessory Garage,2017,11/20/2017 - 11/26/2017,18,18,1
1275,Filling Station,2017,11/20/2017 - 11/26/2017,4,4,1
1010,Limited Business License,2017,11/20/2017 - 11/26/2017,1.82,1,66
1006,Retail Food Establishment,2017,11/20/2017 - 11/26/2017,57.23,25,31
1002,Accessory Garage,2017,11/13/2017 - 11/19/2017,67,67,1
1275,Filling Station,2017,11/13/2017 - 11/19/2017,53.75,51,4
1010,Limited Business License,2017,11/13/2017 - 11/19/2017,2.89,1,82
1009,Manufacturing Establishments,2017,11/13/2017 - 11/19/2017,13.33,11,3
1006,Retail Food Establishment,2017,11/13/2017 - 11/19/2017,53.75,31,40
1010,Limited Business License,2017,11/06/2017 - 11/12/2017,1.39,1,46
1006,Retail Food Establishment,2017,11/06/2017 - 11/12/2017,68.5,27,30
1275,Filling Station,2017,10/30/2017 - 11/05/2017,29,29,1
1010,Limited Business License,2017,10/30/2017 - 11/05/2017,2.74,1,66
1006,Retail Food Establishment,2017,10/30/2017 - 11/05/2017,39.27,27,51
1010,Limited Business License,2017,10/23/2017 - 10/29/2017, ,1,84
1009,Manufacturing Establishments,2017,10/23/2017 - 10/29/2017,70,70,1
1006,Retail Food Establishment,2017,10/23/2017 - 10/29/2017,34.12,21,49
1010,Limited Business License,2017,10/16/2017 - 10/22/2017,2.6,1,78
1009,Manufacturing Establishments,2017,10/16/2017 - 10/22/2017,12,12,1
1006,Retail Food Establishment,2017,10/16/2017 - 10/22/2017,33.55,16,38
1010,Limited Business License,2017,10/09/2017 - 10/15/2017,5.22,1,46
1009,Manufacturing Establishments,2017,10/09/2017 - 10/15/2017,14.75, ,4
1006,Retail Food Establishment,2017,10/09/2017 - 10/15/2017,406.37,62,57
1010,Limited Business License,2017,10/02/2017 - 10/08/2017,1.06,1,69
1009,Manufacturing Establishments,2017,10/02/2017 - 10/08/2017,15.2,11,5
1006,Retail Food Establishment,2017,10/02/2017 - 10/08/2017,39,26,20
1010,Limited Business License,2017,09/25/2017 - 10/01/2017,1.55,1,67
1009,Manufacturing Establishments,2017,09/25/2017 - 10/01/2017,31,31,2
1524,Massage Establishment,2017,09/25/2017 - 10/01/2017,266,266,1
1006,Retail Food Establishment,2017,09/25/2017 - 10/01/2017,80.64,27,47
1275,Filling Station,2017,09/18/2017 - 09/24/2017,7,7,4
1010,Limited Business License,2017,09/18/2017 - 09/24/2017,4.04,1,72
1009,Manufacturing Establishments,2017,09/18/2017 - 09/24/2017,31.75,11,4
1006,Retail Food Establishment,2017,09/18/2017 - 09/24/2017,64.23,20,39
1010,Limited Business License,2017,09/11/2017 - 09/17/2017,19.16,1,75
1524,Massage Establishment,2017,09/11/2017 - 09/17/2017,44.8,30,5
1006,Retail Food Establishment,2017,09/11/2017 - 09/17/2017,34.78,18,37
1010,Limited Business License,2017,09/04/2017 - 09/10/2017,2.87,1,60
1524,Massage Establishment,2017,09/04/2017 - 09/10/2017,126,126,1
1006,Retail Food Establishment,2017,09/04/2017 - 09/10/2017, ,28,40
1275,Filling Station,2017,08/28/2017 - 09/03/2017,12,12,3
1010,Limited Business License,2017,08/28/2017 - 09/03/2017,6.03,1,60
1524,Massage Establishment,2017,08/28/2017 - 09/03/2017,29.5,29,2
1006,Retail Food Establishment,2017,08/28/2017 - 09/03/2017,36.59,14,41
1002,Accessory Garage,2017,08/21/2017 - 08/27/2017,8,8,1
1010,Limited Business License,2017,08/21/2017 - 08/27/2017,1.68,1,65
1009,Manufacturing Establishments,2017,08/21/2017 - 08/27/2017,12,12,1
1524,Massage Establishment,2017,08/21/2017 - 08/27/2017,16.5,16,2
1006,Retail Food Establishment,2017,08/21/2017 - 08/27/2017,58.87,19,39
1010,Limited Business License,2017,08/14/2017 - 08/20/2017,1.1,1,78
1009,Manufacturing Establishments,2017,08/14/2017 - 08/20/2017,8.67,7,3
1006,Retail Food Establishment,2017,08/14/2017 - 08/20/2017,  ,23, 
1010,Limited Business License,2017,08/07/2017 - 08/13/2017,32.57,1,69
1009,Manufacturing Establishments,2017,08/07/2017 - 08/13/2017,18.4,16,5
1006,Retail Food Establishment,2017,08/07/2017 - 08/13/2017,90.07,41,44
1002,Accessory Garage,2017,07/31/2017 - 08/06/2017,40,40,1
1010,Limited Business License,2017,07/31/2017 - 08/06/2017,2.99,1,69
1009,Manufacturing Establishments,2017,07/31/2017 - 08/06/2017,10,11,3
1524,Massage Establishment,2017,07/31/2017 - 08/06/2017,43,43,1
1006,Retail Food Establishment,2017,07/31/2017 - 08/06/2017,42.56,23,34
1275,Filling Station,2017,07/24/2017 - 07/30/2017,2,2,1
1010,Limited Business License,2017,07/24/2017 - 07/30/2017,1.72,1,65
1006,Retail Food Establishment,2017,07/24/2017 - 07/30/2017,29.5,14,24
1010,Limited Business License,2017,07/17/2017 - 07/23/2017,1.04,1,47
1009,Manufacturing Establishments,2017,07/17/2017 - 07/23/2017,11,11,1
1006,Retail Food Establishment,2017,07/17/2017 - 07/23/2017,61.5,27,36
1275,Filling Station,2017,07/10/2017 - 07/16/2017,104.5,104, 
1010,Limited Business License,2017,07/10/2017 - 07/16/2017,1.26,1,57
1006,Retail Food Establishment,2017,07/10/2017 - 07/16/2017,44.74,20,39
1275,Filling Station,2017,07/03/2017 - 07/09/2017,34,34,1
1010,Limited Business License,2017,07/03/2017 - 07/09/2017,1.08,1,40
1524,Massage Establishment,2017,07/03/2017 - 07/09/2017,47,47,3
1006,Retail Food Establishment,2017,07/03/2017 - 07/09/2017,69.57,29,14
1275,Filling Station,2017,06/26/2017 - 07/02/2017,1,1,1
1010,Limited Business License,2017,06/26/2017 - 07/02/2017,6.9,1,52
1009,Manufacturing Establishments,2017,06/26/2017 - 07/02/2017,17,17,1
1006,Retail Food Establishment,2017,06/26/2017 - 07/02/2017,52.23,16,35
1275,Filling Station,2017,06/19/2017 - 06/25/2017,50,50,2
1010,Limited Business License,2017,06/19/2017 - 06/25/2017,4.3,1, 
1009,Manufacturing Establishments,2017,06/19/2017 - 06/25/2017,72,72,1
